Fator de Falha (%)	Tempo Entre Descargas (min)	Duração de Descarga (s)	Nº de Peças Total	Nº de Peças Simultâneas
2,5	10	400	40	32
2,5	10	450	40	35
2,5	10	500	40	38
2,5	10	10	45	3
2,5	10	20	45	4
2,5	10	30	45	5
2,5	10	40	45	7
2,5	10	50	45	8
2,5	10	75	45	10
2,5	10	100	45	13
2,5	10	300	45	29
2,5	10	350	45	33
2,5	10	400	45	36
2,5	10	450	45	39
2,5	10	500	45	42
2,5	10	10	50	3
2,5	10	20	50	5
2,5	10	30	50	6
2,5	10	40	50	7
2,5	10	50	50	8
2,5	10	75	50	11
2,5	10	100	50	14
2,5	10	300	50	32
2,5	10	350	50	36
2,5	10	400	50	40
2,5	10	450	50	43
2,5	10	500	50	46
2,5	15	10	1	1
2,5	15	20	1	1
2,5	15	30	1	1
2,5	15	40	1	1
2,5	15	50	1	1
2,5	15	75	1	1
2,5	15	100	1	1
2,5	15	300	1	1
2,5	15	350	1	1
2,5	15	400	1	1
2,5	15	450	1	1
2,5	15	500	1	1
2,5	15	10	2	1
2,5	15	20	2	1
2,5	15	30	2	1
2,5	15	40	2	1
2,5	15	50	2	1
2,5	15	75	2	1
2,5	15	100	2	1
2,5	15	300	2	2
2,5	15	350	2	2
2,5	15	400	2	2
2,5	15	450	2	2
2,5	15	500	2	2
2,5	15	10	3	1
2,5	15	20	3	1
2,5	15	30	3	1
2,5	15	40	3	1
2,5	15	50	3	1
2,5	15	75	3	1
2,5	15	100	3	2
2,5	15	300	3	3
2,5	15	350	3	3
2,5	15	400	3	3
2,5	15	450	3	3
2,5	15	500	3	3
2,5	15	10	4	1
2,5	15	20	4	1
2,5	15	30	4	1
2,5	15	40	4	1
2,5	15	50	4	1
2,5	15	75	4	2
2,5	15	100	4	2
2,5	15	300	4	3
2,5	15	350	4	3
2,5	15	400	4	4
2,5	15	450	4	4
2,5	15	500	4	4
2,5	15	10	5	1
2,5	15	20	5	1
2,5	15	30	5	1
2,5	15	40	5	1
2,5	15	50	5	2
2,5	15	75	5	2
2,5	15	100	5	2
2,5	15	300	5	4
2,5	15	350	5	4
2,5	15	400	5	4
2,5	15	450	5	5
2,5	15	500	5	5
2,5	15	10	6	1
2,5	15	20	6	1
2,5	15	30	6	1
2,5	15	40	6	2
2,5	15	50	6	2
2,5	15	75	6	2
2,5	15	100	6	2
2,5	15	300	6	4
2,5	15	350	6	5
2,5	15	400	6	5
2,5	15	450	6	5
2,5	15	500	6	6
2,5	15	10	7	1
2,5	15	20	7	1
2,5	15	30	7	1
2,5	15	40	7	2
2,5	15	50	7	2
2,5	15	75	7	2
2,5	15	100	7	3
2,5	15	300	7	5
2,5	15	350	7	5
2,5	15	400	7	6
2,5	15	450	7	6
2,5	15	500	7	6
2,5	15	10	8	1
2,5	15	20	8	1
2,5	15	30	8	2
2,5	15	40	8	2
2,5	15	50	8	2
2,5	15	75	8	2
2,5	15	100	8	3
2,5	15	300	8	5
2,5	15	350	8	6
2,5	15	400	8	6
2,5	15	450	8	7
2,5	15	500	8	7
2,5	15	10	9	1
2,5	15	20	9	1
2,5	15	30	9	2
2,5	15	40	9	2
2,5	15	50	9	2
2,5	15	75	9	3
2,5	15	100	9	3
2,5	15	300	9	6
2,5	15	350	9	6
2,5	15	400	9	7
2,5	15	450	9	7
2,5	15	500	9	8
2,5	15	10	10	1
2,5	15	20	10	1
2,5	15	30	10	2
2,5	15	40	10	2
2,5	15	50	10	2
2,5	15	75	10	3
2,5	15	100	10	3
2,5	15	300	10	6
2,5	15	350	10	7
2,5	15	400	10	8
2,5	15	450	10	8
2,5	15	500	10	9
2,5	15	10	11	1
2,5	15	20	11	1
2,5	15	30	11	2
2,5	15	40	11	2
2,5	15	50	11	2
2,5	15	75	11	3
2,5	15	100	11	4
2,5	15	300	11	7
2,5	15	350	11	7
2,5	15	400	11	8
2,5	15	450	11	9
2,5	15	500	11	9
2,5	15	10	12	1
2,5	15	20	12	2
2,5	15	30	12	2
2,5	15	40	12	2
2,5	15	50	12	3
2,5	15	75	12	3
2,5	15	100	12	4
2,5	15	300	12	7
2,5	15	350	12	8
2,5	15	400	12	9
2,5	15	450	12	9
2,5	15	500	12	10
2,5	15	10	13	1
2,5	15	20	13	2
2,5	15	30	13	2
2,5	15	40	13	2
2,5	15	50	13	3
2,5	15	75	13	3
2,5	15	100	13	4
2,5	15	300	13	8
2,5	15	350	13	9
2,5	15	400	13	9
2,5	15	450	13	10
2,5	15	500	13	11
2,5	15	10	14	1
2,5	15	20	14	2
2,5	15	30	14	2
2,5	15	40	14	2
2,5	15	50	14	3
2,5	15	75	14	3
2,5	15	100	14	4
2,5	15	300	14	8
2,5	15	350	14	9
2,5	15	400	14	10
2,5	15	450	14	11
2,5	15	500	14	11
2,5	15	10	15	1
2,5	15	20	15	2
2,5	15	30	15	2
2,5	15	40	15	3
2,5	15	50	15	3
2,5	15	75	15	4
2,5	15	100	15	4
2,5	15	300	15	9
2,5	15	350	15	10
2,5	15	400	15	10
2,5	15	450	15	11
2,5	15	500	15	12
2,5	15	10	16	1
2,5	15	20	16	2
2,5	15	30	16	2
2,5	15	40	16	3
2,5	15	50	16	3
2,5	15	75	16	4
2,5	15	100	16	5
2,5	15	300	16	9
2,5	15	350	16	10
2,5	15	400	16	11
2,5	15	450	16	12
2,5	15	500	16	13
2,5	15	10	17	1
2,5	15	20	17	2
2,5	15	30	17	2
2,5	15	40	17	3
2,5	15	50	17	3
2,5	15	75	17	4
2,5	15	100	17	5
2,5	15	300	17	10
2,5	15	350	17	11
2,5	15	400	17	12
2,5	15	450	17	12
2,5	15	500	17	13
2,5	15	10	18	1
2,5	15	20	18	2
2,5	15	30	18	2
2,5	15	40	18	3
2,5	15	50	18	3
2,5	15	75	18	4
2,5	15	100	18	5
2,5	15	300	18	10
2,5	15	350	18	11
2,5	15	400	18	12
2,5	15	450	18	13
2,5	15	500	18	14
2,5	15	10	19	1
2,5	15	20	19	2
2,5	15	30	19	2
2,5	15	40	19	3
2,5	15	50	19	3
2,5	15	75	19	4
2,5	15	100	19	5
2,5	15	300	19	10
2,5	15	350	19	12
2,5	15	400	19	13
2,5	15	450	19	14
2,5	15	500	19	15
2,5	15	10	20	1
2,5	15	20	20	2
2,5	15	30	20	3
2,5	15	40	20	3
2,5	15	50	20	3
2,5	15	75	20	4
2,5	15	100	20	5
2,5	15	300	20	11
2,5	15	350	20	12
2,5	15	400	20	13
2,5	15	450	20	14
2,5	15	500	20	15
2,5	15	10	25	2
2,5	15	20	25	2
2,5	15	30	25	3
2,5	15	40	25	3
2,5	15	50	25	4
2,5	15	75	25	5
2,5	15	100	25	6
2,5	15	300	25	13
2,5	15	350	25	15
2,5	15	400	25	16
2,5	15	450	25	17
2,5	15	500	25	19
2,5	15	10	30	2
2,5	15	20	30	3
2,5	15	30	30	3
2,5	15	40	30	4
2,5	15	50	30	4
2,5	15	75	30	6
2,5	15	100	30	7
2,5	15	300	30	15
2,5	15	350	30	17
2,5	15	400	30	19
2,5	15	450	30	20
2,5	15	500	30	22
2,5	15	10	35	2
2,5	15	20	35	3
2,5	15	30	35	4
2,5	15	40	35	4
2,5	15	50	35	5
2,5	15	75	35	6
2,5	15	100	35	8
2,5	15	300	35	17
2,5	15	350	35	19
2,5	15	400	35	21
2,5	15	450	35	23
2,5	15	500	35	25
2,5	15	10	40	2
2,5	15	20	40	3
2,5	15	30	40	4
2,5	15	40	40	5
2,5	15	50	40	5
2,5	15	75	40	7
2,5	15	100	40	9
2,5	15	300	40	19
2,5	15	350	40	22
2,5	15	400	40	24
2,5	15	450	40	26
2,5	15	500	40	28
2,5	15	10	45	2
2,5	15	20	45	3
2,5	15	30	45	4
2,5	15	40	45	5
2,5	15	50	45	6
2,5	15	75	45	8
2,5	15	100	45	9
2,5	15	300	45	21
2,5	15	350	45	24
2,5	15	400	45	27
2,5	15	450	45	29
2,5	15	500	45	31
2,5	15	10	50	2
2,5	15	20	50	3
2,5	15	30	50	5
2,5	15	40	50	5
2,5	15	50	50	6
2,5	15	75	50	8
2,5	15	100	50	10
2,5	15	300	50	23
2,5	15	350	50	26
2,5	15	400	50	29
2,5	15	450	50	32
2,5	15	500	50	35
2,5	20	10	1	1
2,5	20	20	1	1
2,5	20	30	1	1
2,5	20	40	1	1
2,5	20	50	1	1
2,5	20	75	1	1
2,5	20	100	1	1
2,5	20	300	1	1
2,5	20	350	1	1
2,5	20	400	1	1
2,5	20	450	1	1
2,5	20	500	1	1
2,5	20	10	2	1
2,5	20	20	2	1
2,5	20	30	2	1
2,5	20	40	2	1
2,5	20	50	2	1
2,5	20	75	2	1
2,5	20	100	2	1
2,5	20	300	2	2
2,5	20	350	2	2
2,5	20	400	2	2
2,5	20	450	2	2
2,5	20	500	2	2
2,5	20	10	3	1
2,5	20	20	3	1
2,5	20	30	3	1
2,5	20	40	3	1
2,5	20	50	3	1
2,5	20	75	3	1
2,5	20	100	3	1
2,5	20	300	3	2
2,5	20	350	3	2
2,5	20	400	3	3
2,5	20	450	3	3
2,5	20	500	3	3
2,5	20	10	4	1
2,5	20	20	4	1
2,5	20	30	4	1
2,5	20	40	4	1
2,5	20	50	4	1
2,5	20	75	4	1
2,5	20	100	4	2
2,5	20	300	4	3
2,5	20	350	4	3
2,5	20	400	4	3
2,5	20	450	4	3
2,5	20	500	4	4
2,5	20	10	5	1
2,5	20	20	5	1
2,5	20	30	5	1
2,5	20	40	5	1
2,5	20	50	5	1
2,5	20	75	5	2
2,5	20	100	5	2
2,5	20	300	5	3
2,5	20	350	5	4
2,5	20	400	5	4
2,5	20	450	5	4
2,5	20	500	5	4
2,5	20	10	6	1
2,5	20	20	6	1
2,5	20	30	6	1
2,5	20	40	6	1
2,5	20	50	6	1
2,5	20	75	6	2
2,5	20	100	6	2
2,5	20	300	6	4
2,5	20	350	6	4
2,5	20	400	6	4
2,5	20	450	6	5
2,5	20	500	6	5
2,5	20	10	7	1
2,5	20	20	7	1
2,5	20	30	7	1
2,5	20	40	7	1
2,5	20	50	7	2
2,5	20	75	7	2
2,5	20	100	7	2
2,5	20	300	7	4
2,5	20	350	7	5
2,5	20	400	7	5
2,5	20	450	7	5
2,5	20	500	7	5
2,5	20	10	8	1
2,5	20	20	8	1
2,5	20	30	8	1
2,5	20	40	8	2
2,5	20	50	8	2
2,5	20	75	8	2
2,5	20	100	8	2
2,5	20	300	8	5
2,5	20	350	8	5
2,5	20	400	8	5
2,5	20	450	8	6
2,5	20	500	8	6
2,5	20	10	9	1
2,5	20	20	9	1
2,5	20	30	9	1
2,5	20	40	9	2
2,5	20	50	9	2
2,5	20	75	9	2
2,5	20	100	9	3
2,5	20	300	9	5
2,5	20	350	9	5
2,5	20	400	9	6
2,5	20	450	9	6
2,5	20	500	9	7
2,5	20	10	10	1
2,5	20	20	10	1
2,5	20	30	10	1
2,5	20	40	10	2
2,5	20	50	10	2
2,5	20	75	10	2
2,5	20	100	10	3
2,5	20	300	10	5
2,5	20	350	10	6
2,5	20	400	10	6
2,5	20	450	10	7
2,5	20	500	10	7
2,5	20	10	11	1
2,5	20	20	11	1
2,5	20	30	11	2
2,5	20	40	11	2
2,5	20	50	11	2
2,5	20	75	11	3
2,5	20	100	11	3
2,5	20	300	11	6
2,5	20	350	11	6
2,5	20	400	11	7
2,5	20	450	11	7
2,5	20	500	11	8
2,5	20	10	12	1
2,5	20	20	12	1
2,5	20	30	12	2
2,5	20	40	12	2
2,5	20	50	12	2
2,5	20	75	12	3
2,5	20	100	12	3
2,5	20	300	12	6
2,5	20	350	12	7
2,5	20	400	12	7
2,5	20	450	12	8
2,5	20	500	12	8
2,5	20	10	13	1
2,5	20	20	13	1
2,5	20	30	13	2
2,5	20	40	13	2
2,5	20	50	13	2
2,5	20	75	13	3
2,5	20	100	13	3
2,5	20	300	13	6
2,5	20	350	13	7
2,5	20	400	13	8
2,5	20	450	13	8
2,5	20	500	13	9
2,5	20	10	14	1
2,5	20	20	14	1
2,5	20	30	14	2
2,5	20	40	14	2
2,5	20	50	14	2
2,5	20	75	14	3
2,5	20	100	14	3
2,5	20	300	14	7
2,5	20	350	14	8
2,5	20	400	14	8
2,5	20	450	14	9
2,5	20	500	14	9
2,5	20	10	15	1
2,5	20	20	15	2
2,5	20	30	15	2
2,5	20	40	15	2
2,5	20	50	15	2
2,5	20	75	15	3
2,5	20	100	15	4
2,5	20	300	15	7
2,5	20	350	15	8
2,5	20	400	15	9
2,5	20	450	15	9
2,5	20	500	15	10
2,5	20	10	16	1
2,5	20	20	16	2
2,5	20	30	16	2
2,5	20	40	16	2
2,5	20	50	16	3
2,5	20	75	16	3
2,5	20	100	16	4
2,5	20	300	16	8
2,5	20	350	16	8
2,5	20	400	16	9
2,5	20	450	16	10
2,5	20	500	16	11
2,5	20	10	17	1
2,5	20	20	17	2
2,5	20	30	17	2
2,5	20	40	17	2
2,5	20	50	17	3
2,5	20	75	17	3
2,5	20	100	17	4
2,5	20	300	17	8
2,5	20	350	17	9
2,5	20	400	17	10
2,5	20	450	17	10
2,5	20	500	17	11
2,5	20	10	18	1
2,5	20	20	18	2
2,5	20	30	18	2
2,5	20	40	18	2
2,5	20	50	18	3
2,5	20	75	18	3
2,5	20	100	18	4
2,5	20	300	18	8
2,5	20	350	18	9
2,5	20	400	18	10
2,5	20	450	18	11
2,5	20	500	18	12
2,5	20	10	19	1
2,5	20	20	19	2
2,5	20	30	19	2
2,5	20	40	19	2
2,5	20	50	19	3
2,5	20	75	19	4
2,5	20	100	19	4
2,5	20	300	19	9
2,5	20	350	19	10
2,5	20	400	19	10
2,5	20	450	19	11
2,5	20	500	19	12
2,5	20	10	20	1
2,5	20	20	20	2
2,5	20	30	20	2
2,5	20	40	20	3
2,5	20	50	20	3
2,5	20	75	20	4
2,5	20	100	20	4
2,5	20	300	20	9
2,5	20	350	20	10
2,5	20	400	20	11
2,5	20	450	20	12
2,5	20	500	20	13
2,5	20	10	25	1
2,5	20	20	25	2
2,5	20	30	25	2
2,5	20	40	25	3
2,5	20	50	25	3
2,5	20	75	25	4
2,5	20	100	25	5
2,5	20	300	25	11
2,5	20	350	25	12
2,5	20	400	25	13
2,5	20	450	25	14
2,5	20	500	25	15
2,5	20	10	30	2
2,5	20	20	30	2
2,5	20	30	30	3
2,5	20	40	30	3
2,5	20	50	30	4
2,5	20	75	30	5
2,5	20	100	30	6
2,5	20	300	30	12
2,5	20	350	30	14
2,5	20	400	30	15
2,5	20	450	30	17
2,5	20	500	30	18
2,5	20	10	35	2
2,5	20	20	35	2
2,5	20	30	35	3
2,5	20	40	35	4
2,5	20	50	35	4
2,5	20	75	35	5
2,5	20	100	35	6
2,5	20	300	35	14
2,5	20	350	35	16
2,5	20	400	35	17
2,5	20	450	35	19
2,5	20	500	35	20
2,5	20	10	40	2
2,5	20	20	40	3
2,5	20	30	40	3
2,5	20	40	40	4
2,5	20	50	40	4
2,5	20	75	40	6
2,5	20	100	40	7
2,5	20	300	40	16
2,5	20	350	40	17
2,5	20	400	40	19
2,5	20	450	40	21
2,5	20	500	40	23
2,5	20	10	45	2
2,5	20	20	45	3
2,5	20	30	45	4
2,5	20	40	45	4
2,5	20	50	45	5
2,5	20	75	45	6
2,5	20	100	45	8
2,5	20	300	45	17
2,5	20	350	45	19
2,5	20	400	45	21
2,5	20	450	45	23
2,5	20	500	45	25
2,5	20	10	50	2
2,5	20	20	50	3
2,5	20	30	50	4
2,5	20	40	50	5
2,5	20	50	50	5
2,5	20	75	50	7
2,5	20	100	50	8
2,5	20	300	50	19
2,5	20	350	50	21
2,5	20	400	50	23
2,5	20	450	50	26
2,5	20	500	50	28
2,5	25	10	1	1
2,5	25	20	1	1
2,5	25	30	1	1
2,5	25	40	1	1
2,5	25	50	1	1
2,5	25	75	1	1
2,5	25	100	1	1
2,5	25	300	1	1
2,5	25	350	1	1
2,5	25	400	1	1
2,5	25	450	1	1
2,5	25	500	1	1
2,5	25	10	2	1
2,5	25	20	2	1
2,5	25	30	2	1
2,5	25	40	2	1
2,5	25	50	2	1
2,5	25	75	2	1
2,5	25	100	2	1
2,5	25	300	2	2
2,5	25	350	2	2
2,5	25	400	2	2
2,5	25	450	2	2
2,5	25	500	2	2
2,5	25	10	3	1
2,5	25	20	3	1
2,5	25	30	3	1
2,5	25	40	3	1
2,5	25	50	3	1
2,5	25	75	3	1
2,5	25	100	3	1
2,5	25	300	3	2
2,5	25	350	3	2
2,5	25	400	3	2
2,5	25	450	3	3
2,5	25	500	3	3
2,5	25	10	4	1
2,5	25	20	4	1
2,5	25	30	4	1
2,5	25	40	4	1
2,5	25	50	4	1
2,5	25	75	4	1
2,5	25	100	4	1
2,5	25	300	4	3
2,5	25	350	4	3
2,5	25	400	4	3
2,5	25	450	4	3
2,5	25	500	4	3
2,5	25	10	5	1
2,5	25	20	5	1
2,5	25	30	5	1
2,5	25	40	5	1
2,5	25	50	5	1
2,5	25	75	5	1
2,5	25	100	5	2
2,5	25	300	5	3
2,5	25	350	5	3
2,5	25	400	5	3
2,5	25	450	5	4
2,5	25	500	5	4
2,5	25	10	6	1
2,5	25	20	6	1
2,5	25	30	6	1
2,5	25	40	6	1
2,5	25	50	6	1
2,5	25	75	6	2
2,5	25	100	6	2
2,5	25	300	6	3
2,5	25	350	6	4
2,5	25	400	6	4
2,5	25	450	6	4
2,5	25	500	6	4
2,5	25	10	7	1
2,5	25	20	7	1
2,5	25	30	7	1
2,5	25	40	7	1
2,5	25	50	7	1
2,5	25	75	7	2
2,5	25	100	7	2
2,5	25	300	7	4
2,5	25	350	7	4
2,5	25	400	7	4
2,5	25	450	7	5
2,5	25	500	7	5
2,5	25	10	8	1
2,5	25	20	8	1
2,5	25	30	8	1
2,5	25	40	8	1
2,5	25	50	8	2
2,5	25	75	8	2
2,5	25	100	8	2
2,5	25	300	8	4
2,5	25	350	8	4
2,5	25	400	8	5
2,5	25	450	8	5
2,5	25	500	8	5
2,5	25	10	9	1
2,5	25	20	9	1
2,5	25	30	9	1
2,5	25	40	9	1
2,5	25	50	9	2
2,5	25	75	9	2
2,5	25	100	9	2
2,5	25	300	9	4
2,5	25	350	9	5
2,5	25	400	9	5
2,5	25	450	9	6
2,5	25	500	9	6
2,5	25	10	10	1
2,5	25	20	10	1
2,5	25	30	10	1
2,5	25	40	10	2
2,5	25	50	10	2
2,5	25	75	10	2
2,5	25	100	10	2
2,5	25	300	10	5
2,5	25	350	10	5
2,5	25	400	10	6
2,5	25	450	10	6
2,5	25	500	10	6
2,5	25	10	11	1
2,5	25	20	11	1
2,5	25	30	11	1
2,5	25	40	11	2
2,5	25	50	11	2
2,5	25	75	11	2
2,5	25	100	11	3
2,5	25	300	11	5
2,5	25	350	11	5
2,5	25	400	11	6
2,5	25	450	11	6
2,5	25	500	11	7
2,5	25	10	12	1
2,5	25	20	12	1
2,5	25	30	12	1
2,5	25	40	12	2
2,5	25	50	12	2
2,5	25	75	12	2
2,5	25	100	12	3
2,5	25	300	12	5
2,5	25	350	12	6
2,5	25	400	12	6
2,5	25	450	12	7
2,5	25	500	12	7
2,5	25	10	13	1
2,5	25	20	13	1
2,5	25	30	13	2
2,5	25	40	13	2
2,5	25	50	13	2
2,5	25	75	13	2
2,5	25	100	13	3
2,5	25	300	13	6
2,5	25	350	13	6
2,5	25	400	13	7
2,5	25	450	13	7
2,5	25	500	13	8
2,5	25	10	14	1
2,5	25	20	14	1
2,5	25	30	14	2
2,5	25	40	14	2
2,5	25	50	14	2
2,5	25	75	14	3
2,5	25	100	14	3
2,5	25	300	14	6
2,5	25	350	14	7
2,5	25	400	14	7
2,5	25	450	14	8
2,5	25	500	14	8
2,5	25	10	15	1
2,5	25	20	15	1
2,5	25	30	15	2
2,5	25	40	15	2
2,5	25	50	15	2
2,5	25	75	15	3
2,5	25	100	15	3
2,5	25	300	15	6
2,5	25	350	15	7
2,5	25	400	15	8
2,5	25	450	15	8
2,5	25	500	15	9
2,5	25	10	16	1
2,5	25	20	16	1
2,5	25	30	16	2
2,5	25	40	16	2
2,5	25	50	16	2
2,5	25	75	16	3
2,5	25	100	16	3
2,5	25	300	16	7
2,5	25	350	16	7
2,5	25	400	16	8
2,5	25	450	16	9
2,5	25	500	16	9
2,5	25	10	17	1
2,5	25	20	17	1
2,5	25	30	17	2
2,5	25	40	17	2
2,5	25	50	17	2
2,5	25	75	17	3
2,5	25	100	17	3
2,5	25	300	17	7
2,5	25	350	17	8
2,5	25	400	17	8
2,5	25	450	17	9
2,5	25	500	17	10
2,5	25	10	18	1
2,5	25	20	18	1
2,5	25	30	18	2
2,5	25	40	18	2
2,5	25	50	18	2
2,5	25	75	18	3
2,5	25	100	18	4
2,5	25	300	18	7
2,5	25	350	18	8
2,5	25	400	18	9
2,5	25	450	18	9
2,5	25	500	18	10
2,5	25	10	19	1
2,5	25	20	19	2
2,5	25	30	19	2
2,5	25	40	19	2
2,5	25	50	19	2
2,5	25	75	19	3
2,5	25	100	19	4
2,5	25	300	19	7
2,5	25	350	19	8
2,5	25	400	19	9
2,5	25	450	19	10
2,5	25	500	19	10
2,5	25	10	20	1
2,5	25	20	20	2
2,5	25	30	20	2
2,5	25	40	20	2
2,5	25	50	20	3
2,5	25	75	20	3
2,5	25	100	20	4
2,5	25	300	20	8
2,5	25	350	20	9
2,5	25	400	20	9
2,5	25	450	20	10
2,5	25	500	20	11
2,5	25	10	25	1
2,5	25	20	25	2
2,5	25	30	25	2
2,5	25	40	25	3
2,5	25	50	25	3
2,5	25	75	25	4
2,5	25	100	25	4
2,5	25	300	25	9
2,5	25	350	25	10
2,5	25	400	25	11
2,5	25	450	25	12
2,5	25	500	25	13
2,5	25	10	30	1
2,5	25	20	30	2
2,5	25	30	30	2
2,5	25	40	30	3
2,5	25	50	30	3
2,5	25	75	30	4
2,5	25	100	30	5
2,5	25	300	30	11
2,5	25	350	30	12
2,5	25	400	30	13
2,5	25	450	30	14
2,5	25	500	30	15
2,5	25	10	35	1
2,5	25	20	35	2
2,5	25	30	35	3
2,5	25	40	35	3
2,5	25	50	35	4
2,5	25	75	35	5
2,5	25	100	35	6
2,5	25	300	35	12
2,5	25	350	35	13
2,5	25	400	35	15
2,5	25	450	35	16
2,5	25	500	35	17
2,5	25	10	40	2
2,5	25	20	40	2
2,5	25	30	40	3
2,5	25	40	40	3
2,5	25	50	40	4
2,5	25	75	40	5
2,5	25	100	40	6
2,5	25	300	40	12
2,5	25	350	40	15
2,5	25	400	40	16
2,5	25	450	40	18
2,5	25	500	40	19
2,5	25	10	45	2
2,5	25	20	45	2
2,5	25	30	45	3
2,5	25	40	45	4
2,5	25	50	45	4
2,5	25	75	45	5
2,5	25	100	45	7
2,5	25	300	45	14
2,5	25	350	45	16
2,5	25	400	45	18
2,5	25	450	45	20
2,5	25	500	45	21
2,5	25	10	50	2
2,5	25	20	50	3
2,5	25	30	50	3
2,5	25	40	50	4
2,5	25	50	50	5
2,5	25	75	50	6
2,5	25	100	50	7
2,5	25	300	50	16
2,5	25	350	50	18
2,5	25	400	50	20
2,5	25	450	50	22
2,5	25	500	50	23
2,5	30	10	1	1
2,5	30	20	1	1
2,5	30	30	1	1
2,5	30	40	1	1
2,5	30	50	1	1
2,5	30	75	1	1
2,5	30	100	1	1
2,5	30	300	1	1
2,5	30	350	1	1
2,5	30	400	1	1
2,5	30	450	1	1
2,5	30	500	1	1
2,5	30	10	2	1
2,5	30	20	2	1
2,5	30	30	2	1
2,5	30	40	2	1
2,5	30	50	2	1
2,5	30	75	2	1
2,5	30	100	2	1
2,5	30	300	2	2
2,5	30	350	2	2
2,5	30	400	2	2
2,5	30	450	2	2
2,5	30	500	2	2
2,5	30	10	3	1
2,5	30	20	3	1
2,5	30	30	3	1
2,5	30	40	3	1
2,5	30	50	3	1
2,5	30	75	3	1
2,5	30	100	3	1
2,5	30	300	3	2
2,5	30	350	3	2
2,5	30	400	3	2
2,5	30	450	3	2
2,5	30	500	3	2
2,5	30	10	4	1
2,5	30	20	4	1
2,5	30	30	4	1
2,5	30	40	4	1
2,5	30	50	4	1
2,5	30	75	4	1
2,5	30	100	4	1
2,5	30	300	4	2
2,5	30	350	4	3
2,5	30	400	4	3
2,5	30	450	4	3
2,5	30	500	4	3
2,5	30	10	5	1
2,5	30	20	5	1
2,5	30	30	5	1
2,5	30	40	5	1
2,5	30	50	5	1
2,5	30	75	5	1
2,5	30	100	5	2
2,5	30	300	5	3
2,5	30	350	5	3
2,5	30	400	5	3
2,5	30	450	5	3
2,5	30	500	5	3
2,5	30	10	6	1
2,5	30	20	6	1
2,5	30	30	6	1
2,5	30	40	6	1
2,5	30	50	6	1
2,5	30	75	6	1
2,5	30	100	6	2
2,5	30	300	6	3
2,5	30	350	6	3
2,5	30	400	6	3
2,5	30	450	6	4
2,5	30	500	6	4
2,5	30	10	7	1
2,5	30	20	7	1
2,5	30	30	7	1
2,5	30	40	7	1
2,5	30	50	7	1
2,5	30	75	7	2
2,5	30	100	7	2
2,5	30	300	7	3
2,5	30	350	7	4
2,5	30	400	7	4
2,5	30	450	7	4
2,5	30	500	7	4
2,5	30	10	8	1
2,5	30	20	8	1
2,5	30	30	8	1
2,5	30	40	8	1
2,5	30	50	8	1
2,5	30	75	8	2
2,5	30	100	8	2
2,5	30	300	8	4
2,5	30	350	8	4
2,5	30	400	8	4
2,5	30	450	8	5
2,5	30	500	8	5
2,5	30	10	9	1
2,5	30	20	9	1
2,5	30	30	9	1
2,5	30	40	9	1
2,5	30	50	9	1
2,5	30	75	9	2
2,5	30	100	9	2
2,5	30	300	9	4
2,5	30	350	9	4
2,5	30	400	9	5
2,5	30	450	9	5
2,5	30	500	9	5
2,5	30	10	10	1
2,5	30	20	10	1
2,5	30	30	10	1
2,5	30	40	10	1
2,5	30	50	10	2
2,5	30	75	10	2
2,5	30	100	10	2
2,5	30	300	10	4
2,5	30	350	10	5
2,5	30	400	10	5
2,5	30	450	10	5
2,5	30	500	10	6
2,5	30	10	11	1
2,5	30	20	11	1
2,5	30	30	11	1
2,5	30	40	11	1
2,5	30	50	11	2
2,5	30	75	11	2
2,5	30	100	11	2
2,5	30	300	11	4
2,5	30	350	11	5
2,5	30	400	11	5
2,5	30	450	11	6
2,5	30	500	11	6
2,5	30	10	12	1
2,5	30	20	12	1
2,5	30	30	12	1
2,5	30	40	12	2
2,5	30	50	12	2
2,5	30	75	12	2
2,5	30	100	12	3
2,5	30	300	12	5
2,5	30	350	12	5
2,5	30	400	12	6
2,5	30	450	12	6
2,5	30	500	12	7
2,5	30	10	13	1
2,5	30	20	13	1
2,5	30	30	13	1
2,5	30	40	13	2
2,5	30	50	13	2
2,5	30	75	13	2
2,5	30	100	13	3
2,5	30	300	13	5
2,5	30	350	13	6
2,5	30	400	13	6
2,5	30	450	13	6
2,5	30	500	13	7
2,5	30	10	14	1
2,5	30	20	14	1
2,5	30	30	14	1
2,5	30	40	14	2
2,5	30	50	14	2
2,5	30	75	14	2
2,5	30	100	14	3
2,5	30	300	14	5
2,5	30	350	14	6
2,5	30	400	14	6
2,5	30	450	14	7
2,5	30	500	14	7
2,5	30	10	15	1
2,5	30	20	15	1
2,5	30	30	15	2
2,5	30	40	15	2
2,5	30	50	15	2
2,5	30	75	15	2
2,5	30	100	15	3
2,5	30	300	15	6
2,5	30	350	15	6
2,5	30	400	15	7
2,5	30	450	15	7
2,5	30	500	15	8
2,5	30	10	16	1
2,5	30	20	16	1
2,5	30	30	16	2
2,5	30	40	16	2
2,5	30	50	16	2
2,5	30	75	16	3
2,5	30	100	16	3
2,5	30	300	16	6
2,5	30	350	16	6
2,5	30	400	16	7
2,5	30	450	16	8
2,5	30	500	16	8
2,5	30	10	17	1
2,5	30	20	17	1
2,5	30	30	17	2
2,5	30	40	17	2
2,5	30	50	17	2
2,5	30	75	17	3
